0.032825,0.040097,0.07171,0.193617,0.319059,0.495708,0.595597,0.871226,1.411576,1.575802,2.375823,2.786388
0.027876,0.035754,0.067872,0.181901,0.321483,0.506717,0.596607,0.854561,1.517323,1.842644,2.534292,3.490257
0.040804,0.039087,0.063529,0.140289,0.321988,0.430866,0.549844,0.821837,1.035654,1.719222,2.598932,3.187257
0.037572,0.036663,0.061004,0.143521,0.29694,0.400263,0.548733,0.787396,1.044946,1.75942,2.448341,3.313608
-0.072619,-0.041915,-0.014241,0.078982,0.286941,0.422786,0.559742,0.791638,0.957682,1.737402,2.64923,3.331889
-0.075851,-0.043632,-0.011312,0.078982,0.244016,0.349561,0.491567,0.795274,0.943643,1.789417,2.608628,3.287853
0.0284315,0.0583275,0.0846885,0.1891225,0.3969805,0.5195945,0.6863455,0.9075355,1.0869115,1.9078395,2.8594615,3.6141335
0.0242905,0.0493385,0.0791335,0.1719525,0.3630445,0.4821235,0.6582675,0.9809625,1.0946885,1.8844075,2.8339085,3.4922265
0.0225735,0.0414605,0.0686295,0.1545805,0.3559745,0.4546515,0.6461475,0.9124845,1.0783265,2.0390385,2.9194555,3.6346365
0.0225735,0.0479245,0.0664075,0.1681145,0.3564795,0.5017175,0.6805885,0.9209685,1.2719435,1.9967195,3.1916505,3.9234965
0.02626,0.053328,0.070397,0.166246,0.318756,0.418342,0.608222,0.824665,1.018383,1.80386,2.826687,3.573077
0.024644,0.047975,0.072417,0.145743,0.296031,0.406222,0.530452,0.864055,1.003334,1.869813,2.811032,3.564492
0.0323705,0.0584285,0.1110495,0.1899305,0.4181905,0.6215035,0.7362395,1.1341795,1.2626515,2.2992145,3.2455845,3.5857525
0.0300475,0.0668115,0.0911525,0.2081105,0.4037475,0.5748415,0.7288665,1.1556925,1.2438655,2.2725505,2.9128905,3.6514025
0.030906,0.057772,0.088476,0.192708,0.398041,0.542673,0.682659,1.113929,1.313909,1.989195,2.845271,3.510962
0.026967,0.053328,0.085042,0.177962,0.405818,0.584992,0.741744,1.121908,1.309566,2.121,2.784469,3.394206
0.0182305,0.0375215,0.0535805,0.1401375,0.2689125,0.3294115,0.4282905,0.6025155,0.7735085,1.4057685,2.0933765,3.2517455
0.0168165,0.0322695,0.0499445,0.1327645,0.2470965,0.3166855,0.3744575,0.6431175,0.7845175,1.3777915,2.1206465,2.9381405
0.022624,0.038481,0.074437,0.157358,0.293809,0.376326,0.501768,0.673064,0.901021,1.488033,2.40683,3.163017
0.019392,0.037572,0.07474,0.15958,0.28987,0.388749,0.519443,0.618625,0.856076,1.447128,2.212809,2.977379
0.028583,0.059186,0.098273,0.19089,0.376932,0.532068,0.661954,0.909303,1.071509,1.767601,2.718213,3.430162
0.027169,0.052419,0.088072,0.188163,0.353601,0.463792,0.602263,0.81002,1.035755,1.814061,2.718819,3.136959
0.018584,0.05353,0.119079,0.232098,0.466317,0.587719,0.632361,0.915363,0.98374,1.747704,2.554088,3.066057
0.013534,0.046763,0.123321,0.257651,0.399859,0.576811,0.604485,0.935361,1.028079,1.717606,2.519344,3.181702
0.0191395,0.0389355,0.0615595,0.1365015,0.3189075,0.4463695,0.5783765,0.8241095,1.0480265,1.6569555,2.5683795,3.4381915
0.0181295,0.0362085,0.0608525,0.1291285,0.3185035,0.4333405,0.5669635,0.7269475,0.9020815,1.5577735,2.4116275,3.3291115
0.0202505,0.0493385,0.0704475,0.1475105,0.2982025,0.4382895,0.5659535,0.7866385,0.9882345,1.6736205,2.5080825,3.3187085
0.0195435,0.0398445,0.0628725,0.1416525,0.2951725,0.4436425,0.5679735,0.7728015,0.9511675,1.6276655,2.4006185,3.2042755
0.0303505,0.0511565,0.0886275,0.1689225,0.3825375,0.4823255,0.6393805,0.8830935,1.3242615,1.9253125,2.7989625,3.4735415
0.0287345,0.0520655,0.0810525,0.1758915,0.3653675,0.4780835,0.6269575,0.8530965,1.2090205,1.8538045,2.7817925,3.5781775
0.0258055,0.0537825,0.0890315,0.1716495,0.3664785,0.5253515,0.7318965,0.9071315,1.1321595,1.7446235,2.6467555,3.2789145
0.0261085,0.0539845,0.0981215,0.1584185,0.3294115,0.5197965,0.6857395,0.9006675,1.0397445,1.8391595,2.6087795,3.3027505
0.015352,0.035451,0.053227,0.116352,0.244622,0.333098,0.396223,0.611656,0.736694,1.307748,2.03919,2.716597
0.013231,0.0303,0.050904,0.10908,0.247753,0.317443,0.413898,0.574993,0.717605,1.233715,1.919505,2.709729
0.0173215,0.0417635,0.0632765,0.1240785,0.2700235,0.3360775,0.4261695,0.6241295,0.8449155,1.4288975,2.3358775,2.8903675
0.0175235,0.0410565,0.0641855,0.1298355,0.2910315,0.3486015,0.4427335,0.5806995,0.7851235,1.3915275,2.2290195,2.8707735
0.0303505,0.0833755,0.0973135,0.2191195,0.4420265,0.5604995,0.7511875,0.9348055,1.1388255,1.7781555,2.5604005,2.9675315
0.0248965,0.0554995,0.0877185,0.1851835,0.4061715,0.5054545,0.6576615,0.9230895,1.0891335,1.8247165,2.3749645,3.0207585
0.025957,0.055146,0.085951,0.183921,0.377639,0.515302,0.657409,0.806283,1.004647,1.80487,2.542473,3.359664
0.022725,0.050904,0.07878,0.166953,0.366125,0.481669,0.606909,0.800829,0.959702,1.694275,2.542069,3.350069
0.0192405,0.0650945,0.0700435,0.1599335,0.2967885,0.4305125,0.5317145,0.7471475,0.9405625,1.5377755,2.5885795,3.1699355
0.0175235,0.0640845,0.0876175,0.1532675,0.3203215,0.4121305,0.5355525,0.7820935,0.9918705,1.6692775,2.4666725,3.0031845
0.0216645,0.0804465,0.0829715,0.1932635,0.3782955,0.4530355,0.6469555,0.7958295,1.0518645,1.6841245,2.6034265,3.1718545
0.0179275,0.0686295,0.0748915,0.1719525,0.3385015,0.3813255,0.6141305,0.8094645,1.0189385,1.6534205,2.5175765,2.9901555
0.029896,0.055146,0.085547,0.181699,0.396122,0.531462,0.723665,1.086659,1.302092,2.141099,2.917789,3.492378
0.028684,0.056459,0.091203,0.207757,0.41915,0.559035,0.788002,1.061106,1.221494,2.08969,2.693569,3.253513
0.030502,0.063327,0.096455,0.205939,0.415413,0.589941,0.709424,0.973741,1.130392,1.811637,2.777298,3.503286
0.024644,0.049894,0.082315,0.186749,0.376326,0.520251,0.67367,0.913646,1.153319,1.860218,2.869107,3.471976
0.020402,0.040905,0.063428,0.13231,0.268559,0.405515,0.53934,0.69993,1.07262,1.959299,2.710537,3.383197
0.016059,0.033734,0.056459,0.129179,0.278558,0.352793,0.483992,0.757096,0.938593,1.743159,2.662764,3.395822
0.0217655,0.0394405,0.0580245,0.1190285,0.2637615,0.3525405,0.4675795,0.7106865,0.9682365,1.4337455,2.2251815,2.8527955
0.0201495,0.0300475,0.0451975,0.0955965,0.2106355,0.3298155,0.4211195,0.6698825,0.9570255,1.4504105,2.0715605,2.7734095
0.024442,0.063226,0.085143,0.178366,0.368145,0.509747,0.750733,0.911121,1.109182,2.4846,3.005154,3.674178
0.023634,0.065448,0.086759,0.179376,0.399657,0.493082,0.751541,0.922029,1.130695,2.604285,2.990408,3.812245
0.0253005,0.0548935,0.0859005,0.1768005,0.3822345,0.5572675,0.7309875,0.8903655,1.1843765,2.0360085,2.9296565,3.6127195
0.0280275,0.0564085,0.0844865,0.1972025,0.3956675,0.5071715,0.6821035,0.9139995,1.1816495,2.0890335,2.8007805,3.5124265
0.0195435,0.0401475,0.0641855,0.1353905,0.2913345,0.3813255,0.4810125,0.7260385,0.9203625,1.6106975,2.5334335,3.4918225
0.0197455,0.0371175,0.0603475,0.1293305,0.2583075,0.3791035,0.5078785,0.7560355,0.9327855,1.6278675,2.4177885,3.3142645
0.0192405,0.0432785,0.0650945,0.1367035,0.2883045,0.4155645,0.5345425,0.6782655,0.8833965,1.5922145,2.6303935,3.2970945
0.0192405,0.0408545,0.0625695,0.1273105,0.2860825,0.3972835,0.4886885,0.6400875,0.8866285,1.5667625,2.5968615,3.2419485
0.036865,0.067771,0.116352,0.25048,0.507323,0.718514,0.871428,1.164328,1.530857,2.401881,3.185439,3.756897
0.035148,0.067872,0.108878,0.215029,0.421271,0.611959,0.789719,1.212404,1.608021,2.339766,3.177662,3.832041
0.029189,0.065044,0.093021,0.239875,0.460055,0.57974,0.810626,1.049491,1.273206,2.116758,3.128172,3.500357
0.031714,0.057974,0.092314,0.208464,0.457126,0.59994,0.768812,0.965762,1.19382,2.220788,2.974955,3.494398
0.021109,0.038077,0.047874,0.108272,0.254318,0.368347,0.468943,0.625594,0.903546,1.412182,2.316435,3.046463
0.016362,0.032017,0.04949,0.124028,0.230987,0.304515,0.407333,0.66458,0.889103,1.511364,2.388953,3.285833
0.0210585,0.0255025,0.0453995,0.1210485,0.2343705,0.3410265,0.4611155,0.6311995,0.8097675,1.4023345,2.3125465,3.1655925
0.0120695,0.0232805,0.0476215,0.1032725,0.2521465,0.3344615,0.4611155,0.7204835,0.8772355,1.5818115,2.4349585,3.2827525
0.0271185,0.0563075,0.0990305,0.1939705,0.4047575,0.5481775,0.6801845,0.8838005,1.2211405,1.8734995,2.9116785,3.5301015
0.0261085,0.0647915,0.0863045,0.1875065,0.4019295,0.5694885,0.6728115,1.0542885,1.1742765,2.1663995,2.8169405,3.6623105
0.027169,0.06161,0.092415,0.191395,0.402283,0.544592,0.721645,0.983639,1.211899,2.283711,2.813557,3.566512
0.026866,0.06161,0.092415,0.1818,0.393698,0.555197,0.716393,1.034947,1.066257,1.988286,2.765279,3.501872
0.029189,0.059186,0.08989,0.187961,0.34845,0.495001,0.619635,0.937886,1.18978,1.938291,2.736393,3.469956
0.030906,0.060499,0.092011,0.188668,0.385416,0.499344,0.641451,0.927281,1.109485,1.894053,2.736393,3.360775
0.0296435,0.0601455,0.0879205,0.1860925,0.3735485,0.4973745,0.6293815,0.9331895,1.1357955,1.9089505,2.7031135,3.2672995
0.0277245,0.0586305,0.0842845,0.1784165,0.3693065,0.4984855,0.6282705,0.9026875,1.1027685,1.8453205,2.6327165,3.2396255
0.0308555,0.0675185,0.0987275,0.1990205,0.4091005,0.5574695,0.7210895,1.0009605,1.1749835,2.0113645,2.9048105,3.3408275
0.0341885,0.0618625,0.0977175,0.2032625,0.4147565,0.5488845,0.7212915,0.9207665,1.1162015,2.0099505,2.8300705,3.5182845
0.0204525,0.0440865,0.0625695,0.1297345,0.2830525,0.4257655,0.5322195,0.8619845,1.0524705,1.8387555,2.8861255,3.6495845
0.0215635,0.0350975,0.0648925,0.1319565,0.3107265,0.5009095,0.5889815,0.9249075,1.0536825,2.0049005,2.9993465,3.4719255
0.0201495,0.0426725,0.0678215,0.1470055,0.3616305,0.4866685,0.6612975,0.8398655,1.1255945,1.6716005,2.6696825,3.4340505
0.0193415,0.0418645,0.0604485,0.1368045,0.3169885,0.4821235,0.5994855,0.8134035,1.0159085,1.6704895,2.4507145,3.1256975
0.0187355,0.0507525,0.0790325,0.2034645,0.4616205,0.6202915,0.9025865,1.1268065,1.2825485,1.9522795,2.4459675,2.7424025
0.0170185,0.0514595,0.0701445,0.1715485,0.3608225,0.5661555,0.7346235,1.2303315,1.4128385,2.3329485,2.5150515,2.7326055
